Tipo,Veh/Maq,Plan,Tarea/Documento,Estado
Mantenimiento,S6 | AE482SO,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 4544 Km para el Parametro Critico
Mantenimiento,S6 | AE482SO,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 9544 Km para el Parametro Critico
Mantenimiento,S6 | AE482SO,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 36164 Km para el Parametro Critico
Mantenimiento,S6 | AE482SO,PLAN UNIDADES DE ARRASTRE,EJES (Reemplazo de Grasa),Restan 500165 Km para el Parametro Critico
Mantenimiento,S11 | AE895JL,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Excedido en 11364 Km del Parametro Critico
Mantenimiento,S11 | AE895JL,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Excedido en 11364 Km del Parametro Critico
Mantenimiento,S11 | AE895JL,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Excedido en 11364 Km del Parametro Critico
Mantenimiento,S11 | AE895JL,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Excedido en 11364 Km del Parametro Critico
Mantenimiento,S11 | AE895JL,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Excedido en 11364 Km del Parametro Critico
Mantenimiento,S11 | AE895JL,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Excedido en 6364 Km del Parametro Critico
Mantenimiento,S11 | AE895JL,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 30762 Km para el Parametro Critico
Mantenimiento,S11 | AE895JL,PLAN UNIDADES DE ARRASTRE,EJES (Reemplazo de Grasa),Restan 498607 Km para el Parametro Critico
Mantenimiento,S10 | AF074SD,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 10000 Km para el Parametro Critico
Mantenimiento,S10 | AF074SD,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Restan 10000 Km para el Parametro Critico
Mantenimiento,S10 | AF074SD,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Restan 10000 Km para el Parametro Critico
Mantenimiento,S10 | AF074SD,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 10000 Km para el Parametro Critico
Mantenimiento,S10 | AF074SD,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 10000 Km para el Parametro Critico
Mantenimiento,S10 | AF074SD,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 15000 Km para el Parametro Critico
Mantenimiento,S10 | AF074SD,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 47328 Km para el Parametro Critico
Mantenimiento,S10 | AF074SD,PLAN UNIDADES DE ARRASTRE,EJES (Reemplazo de Grasa),Restan 513315 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Engrase General Obligatorio,Restan 5659 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Control De Neumáticos,Restan 10659 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Gancho de Arrastre - Plato,Restan 13659 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Ajustes de Tacómetro,Restan 13659 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Control de Suspension,Restan 13659 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Control de Frenos,Restan 13659 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Baterías (Control y Rotación),Restan 25659 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Control De Filtro De Habitáculo,Restan 25659 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Cambio de Filtro de Aire,Restan 35659 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Cambio de Filtro de Combustible,Restan 35659 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Cambio De Aceite,Restan 35659 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Cambio de Filtro de Aceite,Restan 35659 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Cambio filtro combustible trampa de agua,Restan 35659 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Cambio Filtro Secador,Restan 35659 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Control General de Luces,Restan 37115 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Control de EJES,Restan 55659 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Control Adblue,Restan 23982 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Control de Correa de Accesorios (POLI V),Restan 141066 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Embrague (Scaneo),Restan 223982 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Control Climatic,Restan 306194 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,EJES (Reemplazo de Grasa),Restan 423982 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Control Bomba de Agua,Restan 691066 Km para el Parametro Critico
Mantenimiento,T12 | AF087FB,PLAN VOLVO FH420-FM370,Control Líquido Refrigerante,Restan 751489 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Engrase General Obligatorio,Restan 6420 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Control De Neumáticos,Restan 11421 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Gancho de Arrastre - Plato,Restan 14420 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Ajustes de Tacómetro,Restan 14420 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Control de Suspension,Restan 14421 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Control de Frenos,Restan 14420 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Baterías (Control y Rotación),Restan 26421 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Control De Filtro De Habitáculo,Excedido en 8933 Km del Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Cambio de Filtro de Aire,Restan 1067 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Cambio de Filtro de Combustible,Restan 1067 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Cambio De Aceite,Restan 1067 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Cambio de Filtro de Aceite,Restan 1067 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Cambio filtro combustible trampa de agua,Restan 1067 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Control General de Luces,Restan 36420 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Control de EJES,Restan 21067 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Control Adblue,Restan 80611 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Control de Correa de Accesorios (POLI V),Restan 130611 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Embrague (Scaneo),Restan 280611 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Control Climatic,Restan 280611 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,EJES (Reemplazo de Grasa),Restan 480611 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Control Bomba de Agua,Restan 761067 Km para el Parametro Critico
Mantenimiento,T13 | AF206YP,PLAN VOLVO FH420-FM370,Control Líquido Refrigerante,Restan 680611 Km para el Parametro Critico
Mantenimiento,S14 | AF262MW,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 2441 Km para el Parametro Critico
Mantenimiento,S14 | AF262MW,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 2441 Km para el Parametro Critico
Mantenimiento,S14 | AF262MW,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 2441 Km para el Parametro Critico
Mantenimiento,S14 | AF262MW,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 7441 Km para el Parametro Critico
Mantenimiento,S14 | AF262MW,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 52441 Km para el Parametro Critico
Mantenimiento,S14 | AF262MW,PLAN UNIDADES DE ARRASTRE,EJES (Reemplazo de Grasa),Restan 592441 Km para el Parametro Critico
Mantenimiento,S15 | AF550IG,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 852 Km para el Parametro Critico
Mantenimiento,S15 | AF550IG,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Restan 852 Km para el Parametro Critico
Mantenimiento,S15 | AF550IG,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Restan 852 Km para el Parametro Critico
Mantenimiento,S15 | AF550IG,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 852 Km para el Parametro Critico
Mantenimiento,S15 | AF550IG,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 852 Km para el Parametro Critico
Mantenimiento,S15 | AF550IG,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 5852 Km para el Parametro Critico
Mantenimiento,S15 | AF550IG,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 18265 Km para el Parametro Critico
Mantenimiento,S15 | AF550IG,PLAN UNIDADES DE ARRASTRE,EJES (Reemplazo de Grasa),Restan 558265 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Engrase General Obligatorio,Restan 2150 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Control De Neumáticos,Restan 10633 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Gancho de Arrastre - Plato,Excedido en 8446 Km del Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Ajustes de Tacómetro,Restan 13633 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Control de Suspension,Restan 2938 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Control de Frenos,Restan 2938 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Cambio de Filtro de Aire,Restan 22150 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Cambio de Filtro de Combustible,Restan 22150 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Baterías (Control y Rotación),Excedido en 10386 Km del Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Alineado y Balanceado (Control),Excedido en 71156 Km del Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Cambio De Aceite,Restan 22150 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Control De Filtro De Habitáculo,Excedido en 10386 Km del Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Cambio de Filtro de Aceite,Restan 22150 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Cambio filtro combustible trampa de agua,Restan 22150 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Cambio Filtro Secador,Restan 22150 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Control General de Luces,Restan 3554 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Control de EJES,Restan 40146 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Control Adblue,Restan 89896 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Control de Correa de Accesorios (POLI V),Restan 209614 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Embrague (Scaneo),Restan 289896 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Control Climatic,Restan 289896 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,EJES (Reemplazo de Grasa),Restan 489896 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Control Bomba de Agua,Restan 759614 Km para el Parametro Critico
Mantenimiento,T14 | AF482AS,PLAN IVECO 440-460,Control Líquido Refrigerante,Restan 792150 Km para el Parametro Critico
Mantenimiento,T16 | AF713FD,PLAN VOLVO FH420-FM370,Engrase General Obligatorio,Restan 3047 Km para el Parametro Critico
Mantenimiento,T16 | AF713FD,PLAN VOLVO FH420-FM370,Control De Neumáticos,Restan 8047 Km para el Parametro Critico
Mantenimiento,T16 | AF713FD,PLAN VOLVO FH420-FM370,Gancho de Arrastre - Plato,Restan 11047 Km para el Parametro Critico
Mantenimiento,T16 | AF713FD,PLAN VOLVO FH420-FM370,Ajustes de Tacómetro,Restan 11642 Km para el Parametro Critico
Mantenimiento,T16 | AF713FD,PLAN VOLVO FH420-FM370,Control de Suspension,Restan 11047 Km para el Parametro Critico
Mantenimiento,T16 | AF713FD,PLAN VOLVO FH420-FM370,Control de Frenos,Restan 11047 Km para el Parametro Critico
Mantenimiento,T16 | AF713FD,PLAN VOLVO FH420-FM370,Baterías (Control y Rotación),Restan 5240 Km para el Parametro Critico
Mantenimiento,T16 | AF713FD,PLAN VOLVO FH420-FM370,Control De Filtro De Habitáculo,Restan 5240 Km para el Parametro Critico
Mantenimiento,T16 | AF713FD,PLAN VOLVO FH420-FM370,Cambio de Filtro de Aire,Restan 15240 Km para el Parametro Critico
Mantenimiento,T16 | AF713FD,PLAN VOLVO FH420-FM370,Cambio de Filtro de Combustible,Restan 15240 Km para el Parametro Critico
Mantenimiento,T16 | AF713FD,PLAN VOLVO FH420-FM370,Cambio De Aceite,Restan 15240 Km para el Parametro Critico
Mantenimiento,T16 | AF713FD,PLAN VOLVO FH420-FM370,Cambio de Filtro de Aceite,Restan 15240 Km para el Parametro Critico
Mantenimiento,T16 | AF713FD,PLAN VOLVO FH420-FM370,Cambio filtro combustible trampa de agua,Restan 15240 Km para el Parametro Critico
Mantenimiento,T16 | AF713FD,PLAN VOLVO FH420-FM370,Control General de Luces,Restan 33047 Km para el Parametro Critico
Mantenimiento,T16 | AF713FD,PLAN VOLVO FH420-FM370,Control de Correa de Accesorios (POLI V),Restan 243047 Km para el Parametro Critico
Mantenimiento,T16 | AF713FD,PLAN VOLVO FH420-FM370,Control Líquido Refrigerante,Restan 793047 Km para el Parametro Critico
Mantenimiento,S16 | AF733GV,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 5633 Km para el Parametro Critico
Mantenimiento,S16 | AF733GV,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Restan 5633 Km para el Parametro Critico
Mantenimiento,S16 | AF733GV,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Excedido en 9854 Km del Parametro Critico
Mantenimiento,S16 | AF733GV,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 5633 Km para el Parametro Critico
Mantenimiento,S16 | AF733GV,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 5633 Km para el Parametro Critico
Mantenimiento,S16 | AF733GV,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 10633 Km para el Parametro Critico
Mantenimiento,S16 | AF733GV,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 40146 Km para el Parametro Critico
Mantenimiento,S16 | AF733GV,PLAN UNIDADES DE ARRASTRE,EJES (Reemplazo de Grasa),Restan 507586 Km para el Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Engrase General Obligatorio,Excedido en 11364 Km del Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Control De Neumáticos,Excedido en 14235 Km del Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Gancho de Arrastre - Plato,Excedido en 7867 Km del Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Ajustes de Tacómetro,Excedido en 7867 Km del Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Control de Suspension,Excedido en 7867 Km del Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Control de Frenos,Excedido en 3364 Km del Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Cambio de Filtro de Aire,Restan 4133 Km para el Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Cambio de Filtro de Combustible,Restan 4133 Km para el Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Baterías (Control y Rotación),Restan 4133 Km para el Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Cambio De Aceite,Restan 4133 Km para el Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Control De Filtro De Habitáculo,Restan 4133 Km para el Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Cambio de Filtro de Aceite,Restan 4133 Km para el Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Cambio filtro combustible trampa de agua,Restan 4133 Km para el Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Cambio Filtro Secador,Restan 4133 Km para el Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Control General de Luces,Restan 4133 Km para el Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Control de Correa de Accesorios (POLI V),Restan 224133 Km para el Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Control Bomba de Agua,Restan 740383 Km para el Parametro Critico
Mantenimiento,T17 | AF969YW,PLAN IVECO 440-460,Control Líquido Refrigerante,Restan 770762 Km para el Parametro Critico
Mantenimiento,S17 | AF996UM,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 2506 Km para el Parametro Critico
Mantenimiento,S17 | AF996UM,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Restan 2506 Km para el Parametro Critico
Mantenimiento,S17 | AF996UM,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Restan 2506 Km para el Parametro Critico
Mantenimiento,S17 | AF996UM,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 2506 Km para el Parametro Critico
Mantenimiento,S17 | AF996UM,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 2506 Km para el Parametro Critico
Mantenimiento,S17 | AF996UM,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 7506 Km para el Parametro Critico
Mantenimiento,S17 | AF996UM,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 19526 Km para el Parametro Critico
Mantenimiento,S17 | AF996UM,PLAN UNIDADES DE ARRASTRE,EJES (Reemplazo de Grasa),Restan 497519 Km para el Parametro Critico
Mantenimiento,S18 | AG047MB,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 198253 Km para el Parametro Critico
Mantenimiento,S18 | AG047MB,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Restan 198253 Km para el Parametro Critico
Mantenimiento,S18 | AG047MB,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Excedido en 5644 Km del Parametro Critico
Mantenimiento,S18 | AG047MB,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 198253 Km para el Parametro Critico
Mantenimiento,S18 | AG047MB,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 198253 Km para el Parametro Critico
Mantenimiento,S18 | AG047MB,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 203253 Km para el Parametro Critico
Mantenimiento,S18 | AG047MB,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 36144 Km para el Parametro Critico
Mantenimiento,S18 | AG047MB,PLAN UNIDADES DE ARRASTRE,EJES (Reemplazo de Grasa),Restan 486688 Km para el Parametro Critico
Mantenimiento,S19 | AG588UR,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 980466 Km para el Parametro Critico
Mantenimiento,S19 | AG588UR,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Restan 980466 Km para el Parametro Critico
Mantenimiento,S19 | AG588UR,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 980466 Km para el Parametro Critico
Mantenimiento,S19 | AG588UR,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 980466 Km para el Parametro Critico
Mantenimiento,S19 | AG588UR,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 985466 Km para el Parametro Critico
Mantenimiento,S20 | AG807KF,PLAN UNIDADES DE ARRASTRE,Engrase General Obligatorio,Restan 9244 Km para el Parametro Critico
Mantenimiento,S20 | AG807KF,PLAN UNIDADES DE ARRASTRE,Carrozados/Chasis,Restan 9244 Km para el Parametro Critico
Mantenimiento,S20 | AG807KF,PLAN UNIDADES DE ARRASTRE,Perno Rey/Ojal - Lanza de Enganche,Restan 9244 Km para el Parametro Critico
Mantenimiento,S20 | AG807KF,PLAN UNIDADES DE ARRASTRE,Control de Suspension,Restan 9244 Km para el Parametro Critico
Mantenimiento,S20 | AG807KF,PLAN UNIDADES DE ARRASTRE,Control de Frenos,Restan 9244 Km para el Parametro Critico
Mantenimiento,S20 | AG807KF,PLAN UNIDADES DE ARRASTRE,Control De Neumáticos,Restan 14244 Km para el Parametro Critico
Mantenimiento,S20 | AG807KF,PLAN UNIDADES DE ARRASTRE,Control de EJES,Restan 35777 Km para el Parametro Critico
Mantenimiento,S20 | AG807KF,PLAN UNIDADES DE ARRASTRE,EJES (Reemplazo de Grasa),Restan 495540 Km para el Parametro Critico
Mantenimiento,T20 | AG807KZ,PLAN SCANIA G310-R410-R460-R500,Engrase General Obligatorio,Restan 9244 Km para el Parametro Critico
Mantenimiento,T20 | AG807KZ,PLAN SCANIA G310-R410-R460-R500,Control De Neumáticos,Restan 14244 Km para el Parametro Critico
Mantenimiento,T20 | AG807KZ,PLAN SCANIA G310-R410-R460-R500,Gancho de Arrastre - Plato,Restan 17244 Km para el Parametro Critico
